            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2460140.638888889, A.D. 2023-Jul-15 03:20:00.0000,  5.148250451865882E+04,  3.498360857991201E+05,  1.816331601306064E+05, -9.768098442729121E-01,  1.252294174129494E-01,  1.144923688939257E-01,
2460140.645833333, A.D. 2023-Jul-15 03:30:00.0000,  5.089635631036082E+04,  3.499108225789036E+05,  1.817016468957862E+05, -9.770171343279576E-01,  1.238931728326745E-01,  1.137968242799861E-01,
2460140.652777778, A.D. 2023-Jul-15 03:40:00.0000,  5.031008441630792E+04,  3.499847575959676E+05,  1.817697162909858E+05, -9.772221301699994E-01,  1.225568754934963E-01,  1.131011358830253E-01,
2460140.659722222, A.D. 2023-Jul-15 03:50:00.0000,  4.972369021294211E+04,  3.500578908195187E+05,  1.818373682303966E+05, -9.774248320856801E-01,  1.212205282686025E-01,  1.124053052399003E-01,
2460140.666666667, A.D. 2023-Jul-15 04:00:00.0000,  4.913717507653224E+04,  3.501302222204871E+05,  1.819046026291317E+05, -9.776252403657260E-01,  1.198841340297063E-01,  1.117093338868996E-01,
2460140.673611111, A.D. 2023-Jul-15 04:10:00.0000,  4.855054038317143E+04,  3.502017517715255E+05,  1.819714194032260E+05, -9.778233553049421E-01,  1.185476956470428E-01,  1.110132233597419E-01,
2460140.680555556, A.D. 2023-Jul-15 04:20:00.0000,  4.796378750877473E+04,  3.502724794470086E+05,  1.820378184696356E+05, -9.780191772022097E-01,  1.172112159893667E-01,  1.103169751935738E-01,
2460140.687500000, A.D. 2023-Jul-15 04:30:00.0000,  4.737691782907662E+04,  3.503424052230312E+05,  1.821037997462374E+05, -9.782127063604811E-01,  1.158746979239487E-01,  1.096205909229687E-01,
2460140.694444444, A.D. 2023-Jul-15 04:40:00.0000,  4.678993271962859E+04,  3.504115290774089E+05,  1.821693631518290E+05, -9.784039430867768E-01,  1.145381443165734E-01,  1.089240720819245E-01,
2460140.701388889, A.D. 2023-Jul-15 04:50:00.0000,  4.620283355579669E+04,  3.504798509896756E+05,  1.822345086061283E+05, -9.785928876921806E-01,  1.132015580315357E-01,  1.082274202038619E-01,
2460140.708333333, A.D. 2023-Jul-15 05:00:00.0000,  4.561562171275915E+04,  3.505473709410838E+05,  1.822992360297729E+05, -9.787795404918370E-01,  1.118649419316384E-01,  1.075306368216230E-01,
2460140.715277778, A.D. 2023-Jul-15 05:10:00.0000,  4.502829856550381E+04,  3.506140889146029E+05,  1.823635453443199E+05, -9.789639018049464E-01,  1.105282988781887E-01,  1.068337234674693E-01,
